MyUnknownColumn,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
2269,27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,China,Korean
6679,43.0,Female,Master's Degree,Digital Marketing Manager,15.0,150000.0,Australia,Australian
2535,36.0,Male,Bachelor's Degree,Front end Developer,14.0,139095.0,UK,Asian
39,49.0,Male,Bachelor's,Sales Executive,21.0,160000.0,China,White
1900,47.0,Male,PhD,Software Engineer Manager,16.0,185000.0,Canada,Asian
1651,41.0,Female,PhD,Software Engineer Manager,14.0,180000.0,UK,Asian
4220,33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0,China,Chinese
259,29.0,Male,Bachelor's,Junior Business Operations Analyst,1.5,350.0,USA,Hispanic
2926,50.0,Female,Master's Degree,Full Stack Engineer,24.0,192756.0,Canada,Asian
2436,22.0,Female,High School,Back end Developer,0.0,51832.0,UK,White
849,33.0,Female,Master's,Product Manager,11.0,198000.0,China,Chinese
2824,26.0,Male,Master's Degree,Full Stack Engineer,4.0,91062.0,USA,African American
4912,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,Canada,Black
3342,41.0,Female,PhD,Director of Data Science,16.0,200000.0,China,Korean
3528,26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,USA,White
5678,29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0,Canada,Asian
4625,27.0,Female,Master's Degree,Junior HR Generalist,2.0,42000.0,Australia,White
4330,30.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,Canada,White
1235,24.0,Female,Bachelor's Degree,Back end Developer,1.0,60000.0,Canada,White
1129,29.0,Female,Bachelor's,Data Analyst,7.0,130000.0,USA,Asian
2287,48.0,Male,PhD,Director of Data Science,18.0,210000.0,Canada,Black
1969,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,USA,Hispanic
560,26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,Australia,Australian
906,26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,China,White
2616,49.0,Male,Master's Degree,Front end Developer,24.0,174726.0,UK,Asian
3146,29.0,Male,Bachelor's Degree,Software Engineer,4.0,80000.0,Australia,Australian
3671,29.0,Female,High School,Junior Sales Associate,1.0,30000.0,USA,African American
486,30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,USA,White
2213,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0,USA,Asian
1322,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0,UK,Asian
4129,24.0,Male,High School,Junior Sales Associate,1.0,25000.0,Australia,White
2557,52.0,Female,PhD,Software Engineer Manager,29.0,194214.0,UK,White
7,31.0,Male,Bachelor's,Sales Manager,4.0,80000.0,China,Korean
3660,31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0,China,Chinese
2317,42.0,Male,Master's Degree,Product Manager,14.0,180000.0,UK,White
5672,32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0,China,Korean
4893,24.0,Female,High School,Sales Associate,1.0,30000.0,UK,Welsh
4822,28.0,Male,Bachelor's Degree,Junior Data Analyst,3.0,52000.0,Australia,Asian
5878,27.0,Male,phD,Marketing Coordinator,7.0,120000.0,Canada,Black
1452,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,China,White
1203,33.0,Female,Master's Degree,Back end Developer,5.0,110000.0,China,White
2428,43.0,Male,Master's Degree,Full Stack Engineer,17.0,155414.0,UK,White
2650,45.0,Female,PhD,Software Engineer Manager,23.0,172925.0,UK,Mixed
1816,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,Canada,Black
5482,34.0,Female,PhD,Research Director,11.0,160000.0,Canada,Black
2728,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,Canada,Asian
775,27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,China,Chinese
2276,28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,UK,Mixed
1013,26.0,Male,Bachelor's,Data Analyst,3.0,120000.0,UK,Welsh
4518,35.0,Male,PhD,Senior Human Resources Manager,10.0,110000.0,China,White
3171,26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,USA,Asian
1069,25.0,Female,Bachelor's,Data Analyst,2.0,100000.0,Australia,Asian
1993,29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0,UK,Asian
1279,50.0,Female,PhD,Software Engineer Manager,16.0,190000.0,Canada,Asian
1785,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,UK,Welsh
4750,32.0,Female,Master's Degree,Senior Software Engineer,7.0,100000.0,USA,African American
448,33.0,Male,PhD,Data Scientist,8.0,190000.0,UK,Welsh
882,25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,Canada,Black
4553,27.0,Female,Bachelor's Degree,Web Developer,2.0,50000.0,UK,Mixed
3870,32.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,USA,Asian
5968,27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0,UK,Asian
2729,23.0,Female,Bachelor's Degree,Software Engineer,1.0,50000.0,China,Korean
3050,29.0,Male,Bachelor's Degree,Senior Project Engineer,6.0,88552.0,USA,Hispanic
5371,27.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,Canada,Black
783,33.0,Female,Master's,Product Manager,11.0,198000.0,UK,White
2653,26.0,Female,Master's Degree,Front end Developer,4.0,76898.0,UK,White
6507,29.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0,USA,African American
1751,26.0,Female,Master's Degree,Front end Developer,1.0,55000.0,Australia,Australian
2128,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0,Canada,White
2262,24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,UK,Welsh
2793,26.0,Male,Master's Degree,Front end Developer,3.0,73640.0,USA,Asian
2425,44.0,Male,PhD,Software Engineer Manager,19.0,172955.0,USA,African American
6538,41.0,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000.0,UK,Welsh
5771,36.0,Male,PhD,Research Scientist,13.0,180000.0,Canada,Black
885,28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,USA,White
5407,41.0,Male,Master's Degree,Senior Software Engineer,19.0,185000.0,Australia,White
1093,33.0,Male,Master's,Data Scientist,10.0,195000.0,Canada,White
4850,26.0,Male,High School,Junior Sales Associate,2.0,31000.0,USA,Asian
4609,29.0,Female,Master's Degree,Senior HR Generalist,4.0,70000.0,Australia,Asian
533,27.0,Female,Bachelor's,Product Manager,4.0,150000.0,China,White
5698,34.0,Male,PhD,Research Director,11.0,160000.0,Canada,Black
2440,27.0,Female,Master's Degree,Back end Developer,4.0,73938.0,USA,Asian
5430,35.0,Female,Master's Degree,Marketing Director,11.0,160000.0,USA,White
6372,48.0,Female,PhD,Director of Marketing,19.0,190000.0,China,White
2610,43.0,Male,Bachelor's Degree,Full Stack Engineer,17.0,149198.0,China,Korean
6434,35.0,Female,PhD,Senior Product Marketing Manager,9.0,95000.0,UK,White
2292,37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,China,Korean
1729,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,UK,White
612,26.0,Male,Bachelor's,Data Analyst,3.0,135000.0,Canada,Asian
3724,28.0,Male,High School,Junior Sales Associate,2.0,35000.0,UK,White
572,32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,Australia,Australian
1981,36.0,Male,Bachelor's Degree,Software Engineer Manager,8.0,135000.0,UK,Mixed
1319,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,USA,Asian
345,33.0,Male,Bachelor's,Junior Business Analyst,4.0,60000.0,Canada,Black
589,28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,Australia,Asian
5219,26.0,Female,Bachelor's Degree,Social Media Manager,3.0,55000.0,Canada,White
3753,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,Australia,Australian
638,28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,Canada,Black
436,30.0,Female,PhD,Data Scientist,5.0,180000.0,USA,African American
1905,42.0,Male,Master's Degree,Software Engineer Manager,13.0,170000.0,Canada,White
3218,36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,Canada,Black
97,26.0,Male,Bachelor's,Junior Software Developer,1.0,35000.0,China,White
3963,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,Canada,Asian
5928,25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0,China,Korean
4160,33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0,Australia,Australian
6377,41.0,Male,Bachelor's Degree,Content Marketing Manager,12.0,120000.0,China,Korean
2071,34.0,Male,Master's Degree,Back end Developer,8.0,140000.0,Canada,Black
1539,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,UK,Mixed
3591,27.0,Female,High School,Junior HR Generalist,1.0,32000.0,Australia,White
3998,28.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,UK,Mixed
4618,34.0,Male,Master's Degree,Web Developer,8.0,90000.0,Canada,Asian
3651,30.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,Canada,Black
5326,26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,USA,Hispanic
5572,33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0,USA,African American
1519,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0,UK,Welsh
967,28.0,Female,Bachelor's,Software Engineer,5.0,150000.0,Australia,Australian
5886,26.0,Male,Bachelor's Degree,Graphic Designer,1.0,45000.0,Canada,White
530,25.0,Male,Bachelor's,Data Analyst,2.0,110000.0,China,Chinese
177,31.0,Male,Bachelor's,Junior Accountant,4.0,50000.0,UK,Welsh
3672,44.0,Male,PhD,Data Scientist,16.0,160000.0,Canada,Asian
2472,52.0,Female,Master's Degree,Senior Software Engineer,28.0,186963.0,China,Korean
5048,28.0,Female,PhD,Director of Marketing,6.0,105000.0,China,Korean
2092,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,Australia,White
3003,30.0,Female,Master's Degree,Full Stack Engineer,6.0,110707.0,Canada,Asian
5733,31.0,Female,PhD,Data Scientist,8.0,140000.0,UK,Welsh
3428,44.0,Female,PhD,Senior Human Resources Manager,12.0,120000.0,China,Chinese
574,24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,UK,Welsh
5765,30.0,Male,Bachelor's Degree,Project Manager,6.0,110000.0,USA,African American
4074,41.0,Female,Master's Degree,Human Resources Manager,13.0,140000.0,UK,Asian
594,24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,Canada,White
5665,33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0,Canada,Black
3064,35.0,Male,Bachelor's Degree,Front end Developer,10.0,128999.0,USA,Asian
4400,38.0,Male,Bachelor's Degree,Operations Manager,11.0,119000.0,Canada,Black
2376,25.0,Male,PhD,Software Engineer Manager,12.0,169159.0,China,Chinese
3066,32.0,Male,Master's Degree,Senior Project Engineer,8.0,122354.0,Canada,White
6279,29.0,Female,Master's Degree,Sales Representative,4.0,55000.0,China,Korean
4841,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0,Australia,Asian
3782,43.0,Male,PhD,Data Scientist,16.0,160000.0,Australia,Asian
6252,28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,65000.0,Australia,White
4689,25.0,Male,High School,Junior Sales Associate,1.0,30000.0,Canada,White
2210,27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0,Canada,White
4323,44.0,Female,Master's Degree,Human Resources Manager,15.0,152000.0,UK,Mixed
2494,23.0,Male,PhD,Software Engineer Manager,1.0,119836.0,UK,Welsh
4465,35.0,Female,Master's Degree,Human Resources Manager,8.0,92000.0,USA,Hispanic
385,28.0,Male,Master's,Product Manager,3.0,130000.0,Canada,Black
854,31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,UK,Mixed
1882,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,China,Chinese
372,29.0,Female,Bachelor's,Junior Project Manager,2.0,40000.0,USA,Asian
1940,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,Canada,Black
4725,33.0,Male,Master's Degree,Senior Data Scientist,8.0,120000.0,China,White
5812,27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0,Australia,Asian
5774,31.0,Female,PhD,Data Scientist,8.0,140000.0,USA,White
3673,26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,China,Chinese
6657,49.0,Female,PhD,Senior Product Marketing Manager,20.0,200000.0,UK,Welsh
3655,33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,USA,Hispanic
1107,29.0,Female,Bachelor's,Data Analyst,7.0,130000.0,China,Chinese
2070,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,Australia,White
2363,34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,UK,Asian
5382,24.0,Female,High School,Sales Associate,0.0,25000.0,Canada,Black
1338,41.0,Female,PhD,Software Engineer Manager,14.0,185000.0,Australia,Asian
2191,46.0,Female,PhD,Senior Project Engineer,16.0,185000.0,China,White
6141,36.0,Female,PhD,Research Director,12.0,175000.0,China,Korean
4152,50.0,Male,PhD,Data Scientist,23.0,225000.0,UK,Asian
6031,32.0,Female,Bachelor's Degree,Product Manager,7.0,120000.0,China,Chinese
3740,39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,China,White
4103,26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,Canada,Asian
4239,23.0,Male,High School,Junior Sales Associate,1.0,26000.0,Canada,White
2248,27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,USA,African American
5581,37.0,Male,Master's Degree,Marketing Director,14.0,180000.0,Canada,Black
4631,34.0,Female,Master's Degree,Director of HR,9.0,95000.0,Australia,White
6490,36.0,Male,Bachelor's Degree,Junior Sales Representative,3.0,45000.0,Australia,Australian
1173,29.0,Female,Bachelor's,Data Analyst,7.0,130000.0,Canada,Black
3277,36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,UK,White
3834,27.0,Male,High School,Junior Sales Associate,2.0,35000.0,Australia,Australian
6274,36.0,Male,Bachelor's Degree,Sales Manager,6.0,75000.0,UK,Mixed
2003,33.0,Female,Bachelor's Degree,Full Stack Engineer,7.0,130000.0,Canada,Black
1424,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0,China,Korean
2688,29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,China,Chinese
6004,37.0,Male,Master's Degree,Marketing Director,14.0,190000.0,China,Korean
3593,42.0,Female,Master's Degree,Director of HR,12.0,120000.0,Canada,Black
4121,28.0,Female,High School,Junior Sales Associate,1.0,25000.0,Canada,Black
6410,32.0,Female,Bachelor's Degree,Director of Marketing,8.0,80000.0,Canada,Asian
5457,27.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,Australia,White
5556,31.0,Female,PhD,Data Scientist,8.0,140000.0,UK,Welsh
3607,45.0,Male,PhD,Director of HR,14.0,140000.0,China,Chinese
1466,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,Canada,Asian
876,26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,UK,Welsh
2299,29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,Australia,White
3924,36.0,Female,Master's Degree,Marketing Coordinator,9.0,100000.0,China,Chinese
2645,27.0,Male,High School,Back end Developer,3.0,68611.0,UK,White
1644,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,Australia,White
5797,33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0,China,Korean
1253,29.0,Male,Bachelor's Degree,Full Stack Engineer,3.0,90000.0,UK,White
4125,32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0,China,White
842,27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,China,Chinese
5844,34.0,Male,PhD,Research Director,11.0,160000.0,Canada,Asian
583,33.0,Female,Master's,Product Manager,11.0,198000.0,Canada,White
205,41.0,Female,PhD,Senior Marketing Director,17.0,160000.0,UK,Mixed
3803,33.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,USA,Asian
1643,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0,China,White
2016,32.0,Female,Master's Degree,Full Stack Engineer,6.0,115000.0,USA,White
3256,26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,Australia,Australian
4115,35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,USA,African American
4419,41.0,Male,PhD,Data Scientist,15.0,157000.0,Australia,Australian
907,29.0,Female,Master's,Data Scientist,6.0,180000.0,Canada,White
633,29.0,Female,Master's,Data Scientist,6.0,180000.0,China,White
6348,31.0,Female,High School,Junior Sales Representative,3.0,40000.0,UK,Asian
5381,33.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,USA,African American
1976,29.0,Female,Bachelor's Degree,Front end Developer,4.0,90000.0,UK,Asian
162,30.0,Female,Bachelor's,Junior Copywriter,3.0,45000.0,UK,Mixed
5222,37.0,Male,Bachelor's Degree,Product Manager,12.0,150000.0,USA,White
4555,26.0,Female,Bachelor's Degree,Junior HR Generalist,1.0,32000.0,Australia,Australian
6012,33.0,Female,Master's Degree,Software Engineer,8.0,120000.0,UK,Mixed
4244,43.0,Female,Master's Degree,Human Resources Manager,14.0,146000.0,UK,White
619,34.0,Female,Master's,Product Manager,12.0,196000.0,USA,Asian
877,29.0,Female,Master's,Data Scientist,6.0,180000.0,USA,White
1433,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0,USA,African American
2975,23.0,Male,PhD,Software Engineer Manager,0.0,52779.0,UK,Asian
4632,28.0,Male,High School,Junior Web Developer,2.0,43000.0,USA,African American
549,27.0,Female,Bachelor's,Product Manager,4.0,150000.0,UK,White
4935,33.0,Male,PhD,Sales Director,10.0,155000.0,China,Korean
6083,25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0,China,Korean
5637,29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0,USA,Hispanic
3617,34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,UK,Welsh
5244,33.0,Male,Bachelor's Degree,Marketing Manager,7.0,110000.0,Australia,Asian
188,50.0,Female,PhD,Director of Sales and Marketing,22.0,180000.0,China,Korean
3438,36.0,Female,Master's Degree,Web Developer,7.0,85000.0,Canada,Black
1853,28.0,Female,Bachelor's Degree,Front end Developer,2.0,65000.0,Australia,Australian
4871,33.0,Female,Master's Degree,Senior Software Engineer,8.0,105000.0,USA,African American
5465,33.0,Male,Bachelor's Degree,Marketing Manager,9.0,130000.0,Canada,White
2858,38.0,Male,Bachelor's Degree,Back end Developer,14.0,136449.0,UK,White
1863,45.0,Male,PhD,Software Engineer Manager,16.0,185000.0,Australia,Asian
2661,37.0,Female,Master's Degree,Data Scientist,11.0,160000.0,China,Korean
3387,25.0,Male,Bachelor's Degree,Junior Web Developer,2.0,50000.0,China,White
6145,27.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0,China,Korean
642,32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,UK,White
5167,38.0,Female,Master's Degree,Marketing Director,14.0,170000.0,Canada,Black
1011,31.0,Male,Bachelor's,Data Analyst,9.0,190000.0,China,Chinese
3369,48.0,Male,PhD,Director of Data Science,18.0,210000.0,Canada,Asian
6545,50.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0,Canada,White
639,27.0,Female,Bachelor's,Product Manager,4.0,150000.0,USA,Asian
3334,27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,Australia,Asian
5477,26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,UK,Mixed
3656,29.0,Female,High School,Junior Sales Associate,1.0,30000.0,USA,African American
5029,27.0,Female,Master's Degree,Content Marketing Manager,4.0,80000.0,Canada,Asian
2310,28.0,Male,Bachelor's Degree,Software Engineer,4.0,75000.0,USA,Hispanic
4655,33.0,Male,Master's Degree,Senior Data Scientist,8.0,120000.0,USA,Asian
2098,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,Australia,White
2005,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,Canada,Asian
548,28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,Australia,Asian
1451,37.0,Male,Master's Degree,Senior Software Engineer,9.0,145000.0,Canada,Black
4626,39.0,Male,Master's Degree,Senior HR Generalist,11.0,100000.0,China,White
2612,51.0,Male,Master's Degree,Senior Software Engineer,28.0,186610.0,Canada,White
1902,31.0,Female,Master's Degree,Front end Developer,5.0,105000.0,UK,Welsh
5274,27.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,China,Chinese
2759,35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,China,Korean
1887,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,UK,Welsh
6479,29.0,Female,Bachelor's Degree,Sales Director,5.0,70000.0,China,Chinese
2099,27.0,Male,Bachelor's Degree,Back end Developer,3.0,80000.0,China,White
5817,28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0,Canada,Asian
6011,30.0,Male,Bachelor's Degree,Marketing Analyst,4.0,75000.0,China,White
838,32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,China,White
3474,42.0,Female,Master's Degree,Director of HR,12.0,120000.0,Canada,White
5323,35.0,Female,PhD,Research Director,11.0,160000.0,USA,African American
2173,34.0,Male,Master's Degree,Back end Developer,8.0,140000.0,Canada,White
5750,27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0,USA,Asian
5697,30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0,UK,Welsh
400,32.0,Male,Bachelor's,Product Manager,7.0,170000.0,China,Chinese
2012,31.0,Female,Bachelor's Degree,Front end Developer,6.0,110000.0,China,Chinese
6581,27.0,Female,Bachelor's Degree,Sales Representative,3.0,45000.0,Canada,White
1285,45.0,Male,PhD,Senior Project Engineer,14.0,185000.0,Australia,White
4889,26.0,Male,Bachelor's Degree,Senior Product Marketing Manager,5.0,85000.0,Australia,Asian
1838,49.0,Female,PhD,Senior Project Engineer,17.0,195000.0,Canada,Black
1021,31.0,Male,Bachelor's,Data Analyst,9.0,190000.0,UK,Asian
1328,33.0,Male,Master's Degree,Back end Developer,6.0,130000.0,China,Chinese
4130,35.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,Australia,Asian
477,28.0,Male,Master's,Product Manager,3.0,130000.0,UK,Asian
2812,29.0,Male,Bachelor's Degree,Senior Project Engineer,6.0,88552.0,USA,Asian
5020,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,UK,Asian
1653,42.0,Male,PhD,Senior Software Engineer,12.0,170000.0,China,Korean
6215,27.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0,China,White
5719,31.0,Female,PhD,Data Scientist,8.0,140000.0,UK,White
2530,29.0,Female,PhD,Full Stack Engineer,5.0,98568.0,Canada,Black
1208,47.0,Female,PhD,Full Stack Engineer,12.0,175000.0,UK,Mixed
5144,26.0,Male,Bachelor's Degree,Marketing Analyst,2.0,50000.0,Australia,White
5768,33.0,Female,Master's Degree,Marketing Manager,8.0,120000.0,UK,Welsh
869,33.0,Female,Master's,Product Manager,11.0,198000.0,USA,African American
2976,48.0,Female,Master's Degree,Senior Software Engineer,23.0,185038.0,Australia,Asian
543,29.0,Female,Master's,Data Scientist,6.0,180000.0,USA,White
1134,30.0,Male,Bachelor's,Product Manager,8.0,185000.0,Australia,Australian
6495,25.0,Female,High School,Sales Executive,1.0,35000.0,USA,Hispanic
3393,42.0,Male,PhD,Director of HR,16.0,140000.0,Australia,Australian
5133,24.0,Female,High School,Sales Associate,0.0,25000.0,UK,White
2964,38.0,Male,Bachelor's Degree,Front end Developer,11.0,136662.0,Australia,White
3262,29.0,Male,Bachelor's Degree,Front End Developer,3.0,70000.0,UK,Welsh
4334,37.0,Female,Master's Degree,Marketing Manager,12.0,125000.0,UK,White
6618,46.0,Male,Master's Degree,Marketing Manager,14.0,140000.0,USA,Asian
2585,23.0,Male,PhD,Software Engineer Manager,0.0,52612.0,UK,Welsh
2815,45.0,Female,Master's Degree,Senior Software Engineer,23.0,174336.0,Canada,Asian
5190,30.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,Canada,Black
6583,34.0,Female,High School,Sales Executive,5.0,70000.0,UK,Welsh
3589,26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Australia,White
5852,29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0,USA,African American
5694,27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0,UK,Asian
2632,56.0,Female,PhD,Software Engineer Manager,31.0,197354.0,UK,White
5360,28.0,Male,Bachelor's Degree,Software Engineer,3.0,85000.0,Canada,Asian
4251,29.0,Female,Master's Degree,Human Resources Coordinator,3.0,49000.0,Australia,Asian
1082,28.0,Female,Bachelor's,Software Engineer,5.0,150000.0,Canada,Black
2087,43.0,Female,PhD,Senior Project Engineer,14.0,190000.0,China,White
2454,23.0,Other,High School,Front end Developer,2.0,62852.0,China,White
2025,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,Canada,Black
6549,29.0,Female,Bachelor's Degree,Financial Manager,4.0,55000.0,China,Chinese
227,33.0,Female,Bachelor's,Junior Operations Manager,5.0,70000.0,Australia,Asian
1015,32.0,Male,Bachelor's,Software Engineer,8.0,180000.0,China,Korean
1931,27.0,Male,Bachelor's Degree,Front end Developer,2.0,65000.0,USA,White
4709,25.0,Male,High School,Junior Sales Associate,1.0,30000.0,USA,White
1406,33.0,Male,Master's Degree,Back end Developer,6.0,130000.0,China,Chinese
2181,45.0,Male,PhD,Senior Project Engineer,16.0,185000.0,UK,Asian
699,34.0,Female,Master's,Product Manager,12.0,196000.0,Australia,Australian
1126,26.0,Male,Bachelor's,Data Analyst,3.0,110000.0,Australia,Australian
3898,34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,Canada,Black
1780,35.0,Female,Bachelor's Degree,Full Stack Engineer,8.0,145000.0,Australia,White
4256,30.0,Male,Bachelor's Degree,Software Engineer,5.0,75000.0,UK,Mixed
2636,52.0,Male,Master's Degree,Senior Project Engineer,28.0,187120.0,Australia,White
3492,33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,UK,Asian
1039,25.0,Female,Bachelor's,Data Analyst,2.0,100000.0,China,White
2258,38.0,Male,Bachelor's Degree,Data Scientist,10.0,150000.0,USA,African American
4466,26.0,Male,Bachelor's Degree,Software Engineer,1.0,52000.0,Canada,Black
6625,33.0,Female,Bachelor's Degree,Director of Marketing,8.0,80000.0,Australia,Australian
315,44.0,Male,Bachelor's,Senior Software Engineer,13.0,130000.0,Australia,White
2651,32.0,Male,Master's Degree,Senior Project Engineer,9.0,126916.0,UK,Mixed
2283,42.0,Male,Master's Degree,Product Manager,14.0,180000.0,China,White
4790,26.0,Male,High School,Junior Sales Associate,2.0,31000.0,Australia,Australian
2549,36.0,Male,Master's Degree,Full Stack Engineer,11.0,137775.0,Australia,Asian
2161,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,China,Korean
3140,33.0,Female,Master's Degree,Data Analyst,6.0,90000.0,USA,African American
5565,32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0,Australia,Asian
3970,31.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,Australia,Australian
1430,44.0,Female,Master's Degree,Senior Project Engineer,12.0,170000.0,USA,White
4741,27.0,Male,Bachelor's Degree,Junior Data Analyst,2.0,50000.0,China,Chinese
2522,31.0,Female,Master's Degree,Full Stack Engineer,6.0,101186.0,USA,Asian
4376,44.0,Male,PhD,Data Scientist,18.0,182000.0,Canada,Black
